x1, x2, x3, x4, x5, x6, f1, f2
2.62, 3.04, 3.75, 0.46, 2.47, 5.27, -107.69, 64.23
1.60, 0.45, 2.83, 0.22, 4.65, 8.24, -67.81, 100.30
1.76, 0.51, 2.54, 2.88, 4.97, 1.28, -22.42, 44.43
4.08, 1.88, 4.80, 0.42, 2.90, 5.05, -296.21, 77.29
2.89, 1.21, 3.98, 0.15, 4.60, 7.48, -165.02, 102.85
4.09, 1.72, 3.68, 3.30, 4.86, 3.61, -128.23, 80.84
2.07, 0.20, 1.95, 0.33, 4.13, 4.59, -25.39, 46.30
1.72, 3.03, 3.60, 3.30, 1.53, 9.75, -6.72, 133.28
2.51, 2.90, 4.44, 1.65, 4.35, 4.39, -84.07, 75.27
4.23, 1.33, 2.40, 0.10, 4.14, 5.03, -164.74, 67.88
3.03, 2.26, 4.35, 2.03, 3.04, 9.48, -74.25, 136.40
3.99, 1.49, 3.51, 1.30, 4.31, 4.12, -156.17, 67.71
3.05, 1.86, 4.36, 1.62, 3.18, 9.94, -96.65, 143.26
2.87, 2.55, 1.01, 0.02, 4.61, 4.55, -32.37, 57.67
2.00, 2.82, 2.46, 1.29, 2.78, 6.97, -19.40, 75.94
4.72, 1.17, 1.52, 1.81, 4.97, 9.36, -202.16, 141.48
2.96, 2.27, 1.92, 0.98, 3.41, 9.25, -36.53, 115.81
3.54, 1.94, 3.15, 3.29, 3.01, 8.36, -65.65, 115.97
0.55, 2.35, 1.56, 0.06, 4.10, 5.68, -67.00, 57.36
3.52, 2.00, 2.59, 1.62, 1.27, 9.31, -72.04, 113.93
1.07, 0.95, 4.15, 2.12, 2.60, 4.93, -60.31, 54.90
0.69, 2.38, 1.62, 1.60, 3.55, 5.37, -51.74, 52.77
1.44, 3.40, 2.12, 3.02, 3.17, 5.03, -15.80, 62.58
4.20, 1.40, 4.21, 2.48, 2.70, 8.96, -147.77, 130.94
1.39, 0.83, 1.69, 0.48, 3.14, 4.36, -20.92, 34.57
3.25, 1.81, 4.66, 0.19, 1.80, 5.93, -234.85, 74.05
2.00, 0.93, 2.93, 1.46, 3.02, 9.53, -29.12, 115.50
3.30, 1.78, 3.03, 1.59, 3.14, 7.99, -70.47, 99.38
2.98, 1.08, 2.72, 1.54, 3.08, 7.50, -47.12, 85.53
3.06, 0.38, 1.22, 0.24, 4.94, 4.06, -46.76, 51.91
2.47, 3.50, 4.24, 2.16, 4.47, 6.47, -55.15, 102.88
2.41, 2.27, 4.87, 0.14, 4.06, 3.32, -237.00, 62.16
2.10, 0.68, 2.18, 1.21, 3.09, 4.60, -17.16, 41.73
1.45, 1.81, 3.87, 2.17, 3.24, 7.30, -40.00, 88.76
1.06, 1.90, 1.74, 0.48, 3.55, 3.86, -35.44, 35.45
0.48, 2.07, 1.46, 1.02, 4.14, 8.48, -69.73, 96.67
3.56, 0.80, 2.76, 0.59, 2.36, 6.43, -99.85, 68.25
0.64, 1.80, 3.45, 3.49, 4.09, 5.93, -57.07, 79.60
2.74, 1.71, 2.75, 1.13, 3.85, 9.82, -46.98, 130.51
3.03, 2.37, 1.37, 0.18, 4.62, 0.00, -41.50, 38.02
1.40, 1.94, 2.90, 1.88, 2.11, 4.95, -26.58, 46.63
2.45, 0.52, 1.82, 2.27, 4.66, 4.89, -22.61, 60.32
1.74, 2.83, 2.75, 3.70, 3.07, 8.72, -6.98, 117.75
1.51, 2.98, 1.41, 1.23, 2.47, 8.89, -10.28, 99.85
2.19, 1.26, 2.72, 3.13, 4.95, 1.91, -19.28, 51.77
2.31, 2.56, 4.37, 1.00, 4.67, 3.51, -118.56, 66.10
2.14, 2.64, 2.51, 0.06, 2.60, 4.59, -38.80, 45.68
0.15, 1.85, 1.97, 1.48, 2.59, 5.96, -93.95, 51.71
2.01, 0.54, 1.98, 0.00, 4.76, 4.28, -31.74, 49.28
2.68, 1.90, 3.33, 3.66, 4.42, 3.70, -23.78, 68.46
2.04, 3.48, 4.25, 1.48, 2.24, 6.10, -70.72, 78.72
0.89, 2.41, 4.57, 0.98, 2.99, 6.07, -151.27, 74.27
2.20, 2.46, 2.63, 1.69, 3.99, 8.68, -24.42, 112.02
1.90, 3.69, 1.81, 0.20, 2.23, 7.49, -14.08, 81.64
2.83, 0.32, 4.31, 2.27, 3.50, 9.60, -59.17, 136.20
3.52, 2.32, 3.96, 1.40, 4.97, 8.50, -132.27, 132.38
3.63, 0.81, 2.58, 3.16, 1.40, 8.15, -69.82, 98.80
0.95, 1.20, 3.05, 1.77, 4.27, 4.48, -59.52, 53.06
0.48, 2.20, 4.54, 0.47, 4.65, 1.95, -227.35, 51.33
3.81, 1.79, 2.49, 2.19, 4.61, 1.14, -102.58, 51.28
0.17, 2.03, 3.73, 1.72, 4.21, 3.67, -133.11, 52.16
2.44, 2.94, 3.28, 1.55, 3.68, 5.16, -44.09, 67.87
1.94, 3.50, 1.94, 0.70, 2.11, 8.20, -13.24, 91.88
0.83, 1.21, 4.50, 1.62, 4.57, 6.48, -116.74, 87.86
4.12, 0.86, 2.60, 1.67, 3.30, 10.00, -132.35, 138.02
3.10, 1.13, 3.75, 3.04, 2.15, 5.23, -39.48, 66.27
2.76, 2.37, 2.59, 2.94, 4.96, 1.97, -33.15, 57.10
1.64, 2.13, 2.88, 2.78, 2.46, 9.93, -10.72, 127.91
3.30, 2.31, 1.94, 0.27, 2.97, 6.55, -58.68, 71.81
1.40, 0.64, 4.39, 1.97, 3.66, 9.95, -65.47, 138.02
3.90, 1.72, 2.22, 2.05, 4.60, 0.27, -109.00, 48.54
2.29, 0.74, 2.15, 1.27, 4.95, 9.20, -29.19, 121.23
3.20, 1.03, 1.70, 0.63, 2.63, 7.16, -45.24, 72.84
0.33, 2.17, 3.13, 3.47, 2.75, 8.17, -74.11, 100.95
2.44, 0.16, 2.22, 2.78, 3.90, 6.44, -18.81, 75.29
1.49, 2.28, 1.86, 1.99, 3.34, 5.48, -15.01, 56.07
0.80, 1.79, 3.74, 3.41, 4.74, 7.86, -52.55, 113.62
1.57, 1.32, 3.61, 1.53, 3.69, 8.07, -54.01, 98.32
1.73, 2.30, 2.35, 0.91, 4.76, 3.81, -33.55, 51.75
2.14, 1.38, 2.42, 0.51, 1.37, 8.96, -25.76, 94.71
2.98, 2.74, 3.62, 2.13, 3.31, 8.48, -53.87, 116.85
1.70, 2.49, 3.68, 0.54, 4.04, 7.72, -97.65, 98.88
3.50, 1.53, 3.87, 1.89, 2.97, 6.19, -97.01, 80.32
0.25, 2.12, 3.65, 1.01, 2.49, 9.93, -141.31, 123.78
2.82, 2.37, 1.17, 0.56, 4.42, 4.25, -29.03, 52.89
1.88, 2.81, 2.42, 2.01, 4.01, 9.67, -18.07, 130.90
4.78, 1.12, 3.28, 3.64, 2.94, 9.42, -197.84, 145.42
1.22, 2.61, 4.26, 0.04, 4.82, 5.49, -197.46, 79.89
3.18, 1.95, 3.55, 2.42, 4.21, 6.17, -61.52, 88.23
1.52, 1.42, 4.36, 0.24, 4.78, 1.65, -179.82, 48.97
1.98, 2.41, 2.74, 2.83, 4.18, 2.62, -14.43, 49.64
0.80, 2.74, 2.55, 0.90, 4.82, 5.08, -74.04, 64.46
0.40, 2.07, 3.66, 2.72, 3.45, 4.58, -81.79, 58.13
0.64, 2.48, 1.73, 1.73, 3.49, 8.52, -55.69, 97.22
3.21, 0.53, 4.12, 0.71, 4.92, 1.71, -159.83, 55.18
2.34, 3.39, 2.15, 1.74, 3.84, 9.91, -19.51, 137.45
2.66, 2.68, 2.97, 1.56, 4.74, 7.86, -48.57, 109.78
0.79, 1.83, 3.68, 0.29, 4.86, 0.17, -150.26, 41.27
0.50, 1.50, 2.21, 0.86, 4.46, 8.96, -82.70, 108.25
2.48, 2.16, 2.31, 1.50, 2.67, 7.88, -19.21, 87.62
2.04, 3.02, 1.48, 1.54, 3.03, 7.54, -6.56, 83.77
1.34, 3.09, 2.91, 0.95, 2.31, 6.26, -47.87, 65.24
2.91, 2.76, 3.72, 0.55, 4.51, 1.84, -121.65, 53.91
3.36, 2.20, 3.77, 1.56, 1.80, 6.06, -92.41, 72.72
3.03, 1.02, 2.79, 0.89, 3.19, 5.20, -62.85, 55.95
3.81, 1.72, 1.47, 1.50, 2.68, 5.12, -85.91, 55.30
1.54, 1.50, 3.28, 2.06, 4.23, 9.42, -35.62, 126.35
2.10, 0.75, 2.99, 3.28, 4.92, 0.70, -19.28, 49.36
0.71, 1.74, 1.37, 0.49, 4.94, 2.36, -58.90, 35.57
0.65, 1.49, 2.43, 0.56, 2.75, 8.01, -73.21, 80.68
3.66, 2.10, 2.86, 2.23, 4.74, 5.81, -93.29, 87.11
4.62, 0.94, 4.11, 1.11, 4.76, 5.79, -267.57, 96.48
0.71, 1.59, 2.89, 2.94, 4.93, 6.69, -61.03, 89.10
2.49, 2.72, 2.16, 2.12, 3.89, 8.72, -19.51, 113.95
2.80, 0.27, 1.73, 2.25, 3.98, 8.38, -29.39, 101.96
3.25, 1.23, 3.39, 1.23, 4.36, 2.35, -94.79, 49.58
1.56, 0.87, 4.56, 0.81, 3.47, 5.33, -141.44, 65.14
4.28, 1.33, 1.39, 0.58, 4.19, 3.57, -142.89, 52.70
1.38, 3.10, 3.11, 3.77, 3.30, 9.74, -16.42, 141.04
1.22, 0.81, 2.40, 0.40, 3.79, 8.52, -49.59, 95.08
0.86, 1.36, 2.26, 3.35, 2.02, 5.60, -34.78, 54.36
1.77, 3.35, 1.73, 0.57, 1.98, 9.71, -10.30, 115.90
2.45, 1.99, 3.80, 1.48, 2.62, 5.42, -57.19, 62.78
3.71, 1.52, 1.44, 1.46, 4.60, 8.18, -87.16, 108.35
3.37, 0.96, 2.42, 3.17, 4.37, 7.89, -60.58, 109.52
2.93, 1.52, 2.36, 0.92, 4.64, 8.91, -52.68, 118.18
4.36, 1.33, 1.90, 0.58, 3.63, 4.81, -156.61, 61.03
1.45, 1.88, 2.84, 1.03, 3.21, 7.25, -42.15, 77.64
0.96, 2.32, 2.95, 2.54, 2.77, 4.02, -38.21, 45.30
1.55, 0.99, 4.11, 1.64, 3.15, 6.82, -64.67, 79.37
3.05, 2.08, 1.74, 0.72, 3.17, 9.13, -38.07, 110.57
2.50, 0.39, 3.93, 3.00, 4.91, 1.63, -32.66, 57.55
3.76, 1.01, 2.25, 2.65, 1.89, 9.97, -82.13, 130.21
1.86, 0.80, 1.87, 0.83, 4.31, 6.58, -20.43, 70.13
2.48, 2.36, 3.31, 3.13, 3.32, 9.87, -15.27, 140.99
1.61, 3.49, 2.51, 3.03, 3.49, 6.10, -14.25, 79.57
3.19, 1.88, 4.32, 0.27, 2.31, 8.27, -190.70, 106.16
1.39, 1.85, 3.47, 0.68, 2.24, 7.05, -78.16, 72.50
0.84, 2.83, 3.46, 1.67, 3.44, 9.23, -72.77, 120.42
4.20, 1.14, 3.32, 1.04, 3.86, 3.85, -176.73, 60.74
1.47, 3.04, 2.36, 0.46, 2.60, 4.58, -33.76, 44.91
2.64, 0.76, 1.94, 0.21, 4.39, 1.60, -35.84, 33.17
3.70, 2.12, 3.44, 0.76, 4.35, 6.19, -146.11, 87.81
2.92, 1.63, 2.36, 0.82, 2.11, 9.68, -41.39, 115.72
2.66, 2.29, 2.14, 2.24, 1.90, 6.90, -15.85, 73.17
2.62, 1.40, 1.45, 0.57, 3.38, 8.11, -18.16, 88.44
2.60, 0.29, 2.76, 2.70, 4.25, 9.98, -27.86, 139.45
2.03, 1.31, 1.16, 0.08, 3.80, 5.58, -8.77, 52.85
0.82, 1.75, 3.59, 0.41, 4.63, 5.94, -134.54, 73.54
1.31, 1.16, 4.45, 0.40, 4.62, 8.02, -179.98, 108.61
2.81, 1.40, 3.92, 0.94, 3.71, 8.14, -103.83, 106.18
3.47, 1.88, 3.84, 2.92, 4.05, 5.07, -72.64, 80.91
2.49, 0.29, 2.83, 2.55, 4.83, 1.57, -30.53, 46.56
0.91, 1.13, 3.83, 0.63, 3.12, 5.18, -125.85, 53.73
2.26, 3.52, 3.54, 0.03, 3.85, 9.83, -113.92, 141.52
2.29, 0.69, 3.37, 3.35, 4.55, 0.83, -18.73, 49.71
1.81, 1.42, 3.98, 1.08, 4.43, 3.30, -88.52, 52.82
2.43, 3.11, 3.72, 2.41, 2.98, 8.29, -28.50, 112.77
3.56, 1.04, 3.88, 0.38, 4.73, 1.35, -183.43, 53.04
0.72, 1.35, 3.77, 3.34, 1.88, 9.27, -45.80, 117.09
1.54, 2.14, 3.74, 0.32, 4.96, 5.48, -122.50, 75.60
1.64, 3.04, 2.57, 3.08, 4.22, 7.42, -16.75, 100.93
1.78, 3.52, 1.57, 1.91, 3.78, 5.97, -12.64, 71.50
0.71, 2.46, 2.44, 3.24, 3.25, 5.95, -48.32, 69.04
3.44, 1.53, 4.08, 0.28, 3.47, 5.98, -189.61, 78.73
4.19, 1.52, 3.02, 1.23, 2.76, 7.03, -154.84, 87.62
3.64, 1.36, 3.78, 2.98, 2.87, 5.20, -79.60, 73.53
3.55, 1.50, 1.77, 0.51, 2.28, 8.13, -68.95, 89.44
4.33, 1.33, 4.57, 0.84, 2.87, 4.28, -266.93, 68.63
0.85, 2.65, 1.93, 0.36, 4.80, 3.81, -59.03, 49.08
1.98, 3.21, 2.90, 2.95, 4.93, 6.74, -20.89, 101.01
2.80, 0.42, 3.13, 3.94, 4.12, 5.74, -28.27, 83.22
1.72, 3.35, 3.42, 0.77, 2.82, 4.62, -68.16, 55.75
3.99, 0.68, 2.14, 1.47, 2.28, 6.54, -110.82, 71.11
3.42, 2.45, 2.96, 3.62, 4.18, 5.86, -61.49, 91.44
1.59, 1.47, 3.35, 0.92, 4.04, 9.01, -65.85, 114.33
2.64, 2.26, 1.45, 1.50, 2.26, 6.63, -13.14, 65.47
2.80, 2.40, 2.59, 2.18, 2.91, 4.64, -28.43, 55.03
3.27, 1.61, 4.04, 2.75, 2.12, 8.23, -56.43, 109.39
2.63, 0.56, 2.85, 0.07, 3.82, 6.24, -72.79, 68.97
2.21, 1.69, 4.15, 0.62, 2.01, 7.38, -115.53, 83.79
1.98, 2.38, 1.55, 0.93, 3.96, 9.14, -11.79, 112.05
2.07, 3.61, 2.70, 0.83, 2.08, 9.82, -32.96, 126.11
3.79, 1.51, 2.23, 3.10, 4.98, 6.69, -97.28, 100.73
1.59, 0.60, 4.09, 0.17, 1.69, 6.32, -146.91, 62.43
1.62, 3.04, 3.33, 1.78, 4.20, 4.15, -41.71, 61.06
2.16, 2.96, 3.95, 1.08, 2.88, 7.23, -79.37, 90.76
3.17, 1.03, 1.90, 2.76, 2.97, 5.96, -40.34, 66.67
2.11, 1.29, 4.26, 1.07, 3.95, 8.21, -100.95, 108.51
1.56, 3.54, 3.40, 3.59, 2.58, 4.30, -10.61, 64.55
3.44, 0.67, 4.04, 1.66, 4.98, 7.78, -119.92, 116.64
2.55, 2.66, 3.82, 0.03, 4.79, 5.54, -147.95, 81.84
2.25, 0.24, 2.17, 2.41, 2.08, 6.71, -9.30, 64.99
2.21, 0.27, 2.88, 1.18, 1.83, 7.21, -32.80, 70.01
2.87, 1.52, 2.17, 1.38, 1.65, 6.64, -29.22, 63.97
1.69, 0.76, 4.14, 2.27, 2.08, 9.01, -34.57, 111.23
2.59, 3.00, 2.59, 2.12, 3.97, 9.04, -27.58, 124.38
2.08, 2.43, 3.60, 1.22, 2.63, 8.90, -55.32, 110.88
1.70, 1.86, 4.40, 1.41, 4.43, 9.39, -91.53, 135.51
3.74, 1.95, 3.42, 0.79, 2.71, 8.36, -139.08, 107.35
4.69, 1.04, 3.15, 3.41, 3.35, 5.02, -188.67, 81.14
2.20, 3.75, 3.51, 2.07, 4.79, 1.74, -41.82, 61.44
3.62, 2.29, 2.01, 1.73, 4.66, 6.89, -84.66, 94.69
3.50, 0.73, 3.90, 1.05, 2.98, 8.02, -135.69, 102.37
3.05, 2.91, 3.70, 0.09, 2.62, 5.29, -142.67, 66.41
1.08, 2.92, 4.32, 0.20, 1.94, 9.57, -182.17, 123.70
1.57, 2.09, 3.61, 0.03, 3.34, 6.45, -117.98, 72.62
3.28, 2.19, 3.14, 1.29, 2.28, 8.75, -76.41, 108.87
2.18, 1.26, 4.43, 1.16, 2.94, 8.68, -99.54, 111.31
3.96, 1.03, 4.40, 1.05, 3.88, 6.76, -206.32, 97.94
1.37, 3.15, 4.23, 2.10, 3.57, 7.49, -55.43, 102.95
1.06, 2.63, 4.19, 1.15, 4.95, 3.55, -121.37, 64.04
1.61, 2.53, 1.69, 1.62, 4.13, 8.51, -16.70, 104.03
0.77, 2.47, 3.30, 2.06, 4.25, 5.20, -68.55, 66.94
2.16, 1.85, 3.68, 0.93, 4.17, 5.65, -78.40, 71.76
2.63, 2.24, 3.88, 0.17, 4.88, 6.80, -147.31, 97.00
2.06, 2.17, 3.09, 0.44, 3.67, 7.67, -62.58, 91.00
2.35, 2.06, 3.75, 1.64, 2.51, 6.13, -47.25, 70.36
1.33, 1.67, 2.57, 0.75, 3.12, 4.47, -41.86, 41.39
1.93, 2.68, 2.60, 2.18, 3.65, 7.89, -16.07, 97.96
2.16, 1.15, 4.25, 1.69, 1.87, 5.64, -58.24, 62.17
1.71, 1.72, 2.65, 3.69, 3.99, 8.24, -11.30, 110.28
3.30, 1.71, 3.50, 1.30, 1.53, 8.04, -88.17, 94.67
1.77, 3.35, 4.76, 0.37, 4.50, 2.50, -201.52, 63.68
3.47, 1.17, 3.20, 3.77, 2.68, 9.93, -57.93, 143.79
2.87, 0.60, 3.87, 0.39, 3.66, 3.95, -134.96, 52.71
0.51, 2.43, 3.10, 2.96, 2.91, 7.85, -64.31, 94.53
1.57, 3.44, 1.87, 1.85, 3.22, 9.03, -15.06, 113.21
2.78, 1.16, 2.90, 1.62, 2.41, 5.58, -38.31, 57.06
4.54, 1.16, 3.01, 1.32, 2.83, 9.27, -194.65, 126.77
1.58, 1.83, 2.24, 3.03, 3.53, 7.16, -12.30, 83.85
3.56, 1.42, 1.41, 0.98, 3.83, 8.38, -70.79, 102.57
2.48, 0.35, 3.01, 0.45, 2.66, 6.97, -62.03, 71.21
2.91, 2.95, 3.29, 1.73, 2.64, 8.57, -51.41, 111.36
0.81, 2.23, 1.60, 0.42, 1.84, 7.96, -40.95, 75.06
2.54, 1.62, 2.34, 0.74, 4.17, 9.08, -36.61, 114.91
1.86, 0.29, 1.50, 0.05, 1.71, 6.28, -7.75, 48.23
0.80, 2.47, 3.19, 0.20, 4.85, 2.83, -120.59, 48.48
3.60, 2.35, 2.77, 0.27, 4.81, 4.03, -121.84, 65.54
2.15, 0.91, 2.00, 0.02, 4.52, 5.87, -29.91, 64.33
3.51, 2.49, 2.22, 0.81, 4.46, 1.71, -84.31, 46.88
3.52, 2.26, 2.03, 2.82, 3.04, 6.35, -63.53, 79.15
1.97, 0.58, 3.76, 0.33, 4.29, 7.64, -115.75, 95.22
3.52, 1.60, 2.47, 3.22, 1.95, 7.00, -60.52, 84.17
4.82, 1.06, 2.46, 0.49, 4.43, 8.74, -237.72, 126.71
0.96, 2.19, 2.85, 2.92, 3.49, 4.67, -37.15, 56.35
2.16, 0.98, 2.60, 2.44, 1.82, 8.74, -8.65, 98.09
3.32, 2.09, 3.95, 3.06, 1.97, 9.28, -52.45, 130.30
3.12, 2.64, 2.55, 1.61, 2.08, 6.44, -46.69, 71.60
2.77, 0.79, 2.93, 1.13, 3.68, 5.98, -53.75, 67.46
2.12, 0.51, 2.21, 1.17, 4.78, 0.67, -28.62, 34.29
1.23, 2.47, 3.96, 2.49, 3.51, 5.86, -41.30, 76.12
0.62, 2.35, 1.74, 0.65, 1.90, 6.09, -54.41, 50.04
2.35, 2.27, 3.66, 3.06, 2.98, 6.45, -13.29, 83.96
2.16, 1.97, 3.13, 2.55, 4.94, 7.74, -25.62, 109.09
0.91, 2.13, 3.74, 2.70, 1.97, 7.52, -43.36, 87.17
4.05, 1.09, 1.39, 0.29, 1.75, 6.22, -108.00, 61.27
3.81, 2.03, 3.44, 0.64, 1.90, 8.35, -149.64, 104.14
1.40, 0.69, 3.12, 0.66, 3.51, 8.75, -67.33, 101.57
1.86, 2.52, 1.78, 2.45, 2.60, 6.99, -4.77, 74.57
1.47, 2.27, 1.64, 0.63, 4.84, 1.99, -26.48, 37.84
4.03, 1.43, 2.47, 1.06, 2.68, 5.68, -124.40, 64.88
3.55, 1.95, 4.72, 0.46, 4.71, 4.82, -248.20, 84.33
2.43, 0.22, 1.98, 0.69, 4.31, 7.46, -29.24, 84.61
1.98, 1.47, 2.55, 3.78, 3.83, 6.80, -8.41, 87.78
1.01, 1.35, 4.51, 0.33, 3.84, 7.99, -198.99, 101.94
0.46, 1.82, 2.91, 3.21, 3.93, 3.31, -70.00, 48.69
1.98, 0.60, 4.37, 0.66, 4.65, 9.15, -142.47, 129.14
2.48, 1.46, 2.30, 1.46, 2.07, 6.56, -18.21, 63.04
4.19, 1.70, 3.66, 0.15, 4.17, 3.28, -235.33, 62.09
3.61, 2.10, 2.98, 0.24, 1.99, 6.33, -121.07, 70.42
0.32, 2.01, 2.96, 2.47, 4.82, 0.01, -94.56, 42.30
2.67, 3.11, 3.44, 1.19, 2.57, 9.17, -61.51, 120.67
2.53, 2.21, 2.94, 3.78, 4.20, 5.17, -17.42, 78.62
1.21, 2.92, 1.25, 0.85, 1.52, 7.81, -17.24, 75.48
1.95, 2.58, 2.93, 0.31, 4.37, 7.99, -62.51, 101.97
2.86, 3.11, 2.44, 0.63, 4.85, 2.82, -58.28, 55.68
2.35, 0.75, 3.30, 2.96, 2.57, 7.64, -12.73, 90.69
3.31, 2.20, 1.66, 1.48, 2.16, 5.28, -46.90, 53.26
3.73, 0.80, 3.88, 0.40, 2.69, 5.52, -186.12, 67.42
2.15, 1.76, 3.31, 0.73, 2.28, 7.05, -59.10, 74.04
2.46, 2.42, 3.35, 1.46, 4.24, 6.70, -51.58, 88.12
0.96, 2.25, 3.10, 2.88, 2.22, 9.99, -34.12, 128.53
2.26, 2.13, 2.79, 3.09, 3.14, 9.54, -8.89, 127.74
0.86, 2.86, 3.94, 1.56, 2.46, 8.50, -86.57, 105.13
1.82, 1.50, 4.75, 0.60, 1.58, 8.88, -164.16, 109.83
1.51, 2.70, 3.17, 3.56, 2.90, 7.07, -10.90, 90.72
2.44, 3.44, 1.63, 0.72, 2.69, 8.48, -14.11, 100.18
4.54, 1.39, 2.50, 3.00, 4.94, 7.56, -179.69, 119.42
0.42, 2.24, 3.57, 0.15, 2.71, 7.63, -163.11, 83.54
1.49, 1.39, 4.06, 0.24, 4.59, 2.26, -152.52, 46.88
0.87, 2.35, 4.14, 1.78, 2.38, 5.97, -82.44, 67.89
2.61, 1.89, 2.12, 0.98, 2.70, 6.73, -23.68, 68.48
3.62, 0.89, 2.88, 2.45, 4.72, 8.82, -89.29, 128.22
2.06, 2.31, 3.98, 2.71, 4.40, 4.16, -26.62, 69.43
0.77, 2.73, 2.09, 0.96, 4.65, 6.69, -62.98, 79.76
3.27, 1.30, 1.53, 0.78, 3.92, 7.06, -52.08, 80.44
3.43, 1.38, 2.66, 1.63, 4.42, 4.59, -78.44, 63.93
2.40, 2.76, 3.19, 3.14, 4.87, 9.08, -23.11, 139.60
3.23, 2.01, 4.52, 1.33, 2.77, 9.78, -128.69, 140.06
1.70, 2.62, 3.48, 3.57, 4.86, 9.13, -18.70, 141.61
2.33, 1.17, 2.00, 0.07, 4.49, 8.89, -31.19, 110.04
2.25, 1.22, 1.96, 1.09, 3.97, 8.42, -18.82, 98.26
4.39, 1.08, 1.85, 1.35, 2.09, 7.15, -150.07, 81.13
3.61, 1.05, 2.65, 0.86, 3.12, 7.74, -97.02, 91.55
1.47, 0.60, 1.86, 1.94, 2.69, 6.48, -14.90, 58.92
0.57, 2.21, 1.91, 1.67, 1.88, 7.09, -56.13, 65.42
2.18, 2.49, 3.13, 1.42, 4.85, 4.63, -45.91, 67.68
3.32, 2.21, 2.37, 2.82, 1.60, 6.90, -46.71, 79.72
1.97, 3.85, 3.77, 3.20, 4.91, 7.57, -23.66, 124.55
1.69, 1.35, 3.99, 2.56, 2.71, 4.44, -24.06, 54.18
2.74, 2.46, 3.24, 1.38, 3.74, 5.46, -55.64, 69.79
1.38, 3.17, 3.95, 0.37, 4.42, 2.95, -137.48, 55.96
3.73, 1.72, 3.44, 0.76, 4.50, 8.75, -149.72, 126.07
0.62, 2.18, 2.51, 0.62, 2.34, 5.20, -75.90, 44.35
2.65, 0.37, 4.67, 1.00, 4.27, 5.53, -144.68, 78.68
1.86, 2.59, 3.45, 0.81, 4.67, 7.57, -75.52, 101.84
1.20, 2.80, 2.68, 3.18, 4.70, 4.32, -32.22, 67.38
3.55, 0.63, 3.39, 3.10, 4.26, 5.95, -77.25, 87.61
3.03, 1.94, 3.88, 0.75, 2.59, 8.33, -117.01, 104.64
2.76, 0.95, 1.98, 0.49, 2.29, 8.32, -29.28, 87.26
2.05, 1.57, 2.63, 0.80, 4.17, 8.66, -37.65, 106.59
3.67, 1.12, 2.00, 1.63, 2.98, 9.35, -80.27, 117.61
3.80, 1.67, 3.20, 3.32, 1.67, 9.95, -83.62, 140.34
3.57, 1.56, 2.68, 2.12, 3.38, 4.14, -77.58, 55.41
4.60, 1.06, 4.00, 0.41, 4.68, 4.01, -299.09, 76.43
2.51, 3.31, 2.88, 0.74, 2.76, 7.12, -48.77, 84.28
1.19, 1.85, 2.05, 0.43, 1.57, 8.95, -30.98, 91.75
2.61, 0.88, 1.68, 2.25, 3.19, 8.11, -16.68, 91.40
0.82, 1.24, 2.18, 3.32, 3.32, 6.63, -41.62, 72.96
1.32, 2.47, 2.57, 2.00, 4.53, 5.86, -33.97, 73.20
3.90, 1.19, 4.18, 1.02, 2.41, 9.88, -183.14, 138.48
3.53, 2.02, 3.14, 1.23, 4.80, 8.61, -108.13, 124.98
1.95, 0.89, 3.58, 1.06, 4.84, 9.39, -73.25, 130.16
1.98, 0.53, 4.30, 0.28, 3.05, 9.32, -157.11, 118.94
0.76, 1.62, 3.56, 2.61, 4.78, 5.01, -65.76, 70.62
3.33, 1.88, 3.74, 0.63, 2.90, 5.41, -132.77, 66.67
3.16, 2.09, 3.56, 1.70, 3.42, 6.12, -74.14, 79.13
0.48, 2.07, 1.81, 0.59, 2.82, 4.09, -68.53, 32.79
3.79, 0.78, 1.52, 1.49, 1.94, 6.94, -83.94, 71.43
0.93, 2.72, 4.00, 1.32, 4.51, 8.59, -105.98, 120.21
3.95, 2.01, 3.70, 1.92, 1.72, 7.66, -126.81, 98.62
3.18, 1.33, 4.18, 1.65, 4.83, 4.56, -106.13, 76.27
1.15, 2.60, 2.05, 2.57, 2.65, 8.61, -23.22, 100.08
2.95, 1.41, 2.55, 3.10, 1.86, 9.41, -25.45, 118.67
3.76, 1.63, 1.59, 0.60, 4.58, 8.62, -94.04, 114.86
2.39, 0.96, 4.50, 1.10, 3.05, 6.44, -111.84, 78.89
3.03, 0.44, 3.93, 2.17, 2.36, 8.43, -59.42, 106.08
2.17, 1.59, 3.31, 0.86, 2.53, 7.32, -55.70, 78.91
2.24, 0.37, 3.83, 1.74, 3.35, 6.54, -50.29, 76.77
0.85, 2.44, 2.94, 0.33, 3.05, 9.95, -88.12, 123.74
1.32, 2.61, 2.65, 1.02, 1.50, 8.52, -36.31, 91.46
0.95, 2.51, 4.19, 0.55, 4.11, 9.36, -158.52, 129.62
1.56, 1.36, 1.79, 1.03, 3.02, 7.43, -14.99, 72.86
4.02, 1.70, 3.18, 3.53, 4.73, 7.82, -116.93, 125.18
2.24, 3.66, 1.71, 0.92, 3.00, 9.45, -12.93, 120.43
2.81, 1.24, 2.30, 1.88, 2.08, 9.68, -25.77, 116.22
2.28, 3.24, 2.36, 1.40, 4.91, 3.20, -31.15, 57.56
